id_cliente;age;state;first_purchased_product;product_b_total_qty;product_c_total_qty;product_a_total_qty;product_b_total_value;product_c_total_value;product_a_total_value
275627;44;PR;;;;;;;
275631;32;MT;;;;;;;
275646;37;BA;b;4;9;;16;3176,95;
275669;28;SP;;;;;;;
275686;7;MG;;;;;;;
275688;26;SP;;;;;;;
275695;37;RJ;b;5;12;;20;98,31;
275696;6;BA;b;21;8;;0;727,28;
275705;25;RS;;;;;;;
275712;38;RO;b;8;;;15;;
275718;39;RJ;b;12;;;65;;
275734;51;MT;b;6;15;;15;408,1;
275776;30;SP;c;;15;;;3127,8;
275781;39;RJ;;;;;;;
275786;21;SP;;;;;;;
275789;49;PB;c;;5;;;15,53;
275799;2;BA;;;;;;;
275801;29;ES;;;;;;;
275803;6;SP;;;;;;;
275808;34;CE;;;;;;;
275813;32;SP;b;2;;;0;;
275835;25;SP;;;;;;;
275840;27;GO;;;;;;;
275844;39;SC;a;12;10;4;33;2177;42
275857;35;MG;b;11;;;4;;
275861;44;SP;;;;;;;
275870;32;GO;;;;;;;
275873;36;SP;b;3;11;;0;233,3;
275875;28;DF;;;;;;;
275876;39;SP;a;15;8;4;56;3079,38;77
275879;28;GO;;;;;;;
275880;27;MT;;;;;;;
275884;42;SP;;;;;;;
275885;4;CE;;;;;;;
275894;45;SP;;;;;;;
275931;32;MG;b;17;3;;363;524,86;
275940;47;MT;;;;;;;
275944;44;PA;b;21;3;;1425;17,94;
275954;46;SP;;;;;;;
275959;36;CE;b;12;5;;36;547,32;
275968;43;SP;b;8;9;;280;67,59;
275972;31;SP;c;;5;;;252,7;
275987;28;RJ;a;1;;9;6;;30
275988;42;SP;b;10;1;;68;5,4;
276008;45;SP;b;11;9;;6;3226;
276019;40;CE;;;;;;;
276061;34;MG;b;11;10;;1;239,18;
276081;39;RJ;b;8;18;;7;0;
276092;38;SP;;;;;;;
276099;40;RS;;;;;;;
276109;38;BA;b;4;14;;30;882;
276119;37;SP;;;;;;;
276120;46;DF;;;;;;;
276126;43;RN;b;3;;;96;;
276135;5;BA;;;;;;;
276144;42;SP;;;;;;;
276154;29;PE;;;;;;;
276155;33;RS;a;4;;11;9;;24
276192;36;RJ;;;;;;;
276194;48;SP;;;;;;;
276205;39;BA;b;33;9;;1655;3982,95;
276224;33;PA;;;;;;;
276230;38;PR;c;;11;;;1098,9;
276237;55;RJ;b;3;2;;60;69,99;
276252;33;BA;;;;;;;
276261;25;GO;;;;;;;
276272;3;SP;;;;;;;
276274;27;PI;b;5;11;;250;0;
276275;44;SP;;;;;;;
276280;50;MA;b;27;;;304;;
276281;0;RJ;;;;;;;
276292;39;RJ;b;15;5;;42;196,77;
276305;39;BA;;;;;;;
276307;22;MG;b;8;;;135;;
276352;45;SP;;;;;;;
276368;27;GO;a;8;;8;7;;21
276379;38;SP;a;;;3;;;22
276380;36;SP;c;;3;;;89,98;
276407;35;MT;b;10;;;60;;
276410;36;SP;c;;2;;;144;
276427;36;CE;b;18;;;1305;;
276435;39;SP;b;13;;;56;;
276440;4;PR;;;;;;;
276449;26;PE;a;;6;8;;357,87;140
276472;29;SP;c;;8;;;0;
276474;32;SP;;;;;;;
276491;39;SP;;;;;;;
276495;24;MG;;;;;;;
276498;31;SP;b;12;3;;530;0;
276508;34;PR;;;;;;;
276522;32;SP;b;14;;;14;;
276524;6;RJ;;;;;;;
276529;43;GO;;;;;;;
276550;31;SP;;;;;;;
276570;24;SP;b;19;5;;170;113,32;
276572;28;SP;a;14;;2;792;;24
276574;34;MT;b;11;;;105;;
276586;31;PA;;;;;;;
276588;35;BA;b;8;;;40;;
276594;44;SP;;;;;;;
276606;5;RJ;b;11;;;8;;
276614;38;SP;c;;12;;;1749,72;
276615;37;SP;;;;;;;
276617;45;BA;b;10;;;0;;
276631;40;MG;b;11;;;96;;
276640;41;MG;b;10;;;18;;
276645;4;MT;b;7;8;;50;848,54;
276648;37;SP;;;;;;;
276651;39;SP;b;4;;;4;;
276658;49;SP;b;6;;;14;;
276661;27;PA;b;12;;;36;;
276664;39;SP;;;;;;;
276678;31;PR;;;;;;;
276681;27;SP;a;;;6;;;0
276696;50;DF;b;10;;;725;;
276709;49;SP;b;2;;;175;;
276713;53;MT;b;11;12;;141;564,96;
276722;37;SP;;;;;;;
276727;38;PR;;;;;;;
276730;51;SP;b;5;7;;9;1090;
276743;43;SP;a;;;6;;;0
276745;39;SP;b;11;7;;70;60,75;
276747;39;SP;;;;;;;
276757;25;PR;;;;;;;
276758;45;PA;;;;;;;
276766;28;MG;;;;;;;
276772;41;BA;b;3;;;8;;
276780;49;SP;;;;;;;
276800;21;SP;b;5;;;16;;
276837;39;MG;;;;;;;
276842;40;SP;c;;6;;;209,97;
276843;32;SP;a;6;1;7;405;10;0
276847;41;RJ;;;;;;;
276851;54;RJ;b;9;4;;4;322,6;
276855;38;SP;b;8;;;12;;
276860;37;SP;;;;;;;
276873;42;ES;;;;;;;
276919;42;SP;;;;;;;
276933;25;MA;b;4;;;18;;
276953;49;SP;b;20;10;;6;2039,73;
276954;27;MA;b;10;;;406;;
276958;52;SC;a;;;8;;;232
276960;49;SC;c;;6;;;70,88;
276992;49;DF;b;9;7;;9;147,7;
276994;34;RJ;;;;;;;
276998;38;MA;b;7;;;16;;
277041;22;SP;;;;;;;
277051;49;SP;c;;8;;;1462,32;
277054;37;PR;;;;;;;
277060;45;SP;c;;2;;;168,3;
277065;36;SP;b;11;11;;245;509,53;
277068;42;SP;;;;;;;
277092;37;ES;b;15;10;;168;155,96;
277107;27;SP;;;;;;;
277115;39;BA;b;9;4;;16;78,96;
277130;27;SC;;;;;;;
277133;26;GO;;;;;;;
277144;37;BA;;;;;;;
277177;36;SP;;;;;;;
277179;49;SP;a;10;6;10;49;1554,03;126
277180;41;GO;b;9;;;210;;
277184;44;RJ;a;7;10;8;385;83,58;54
277186;41;GO;c;;6;;;187,6;
277199;30;DF;b;12;;;21;;
277218;51;GO;;;;;;;
277223;43;MG;;;;;;;
277233;30;MG;;;;;;;
277239;2;CE;b;5;;;2;;
277240;42;AM;b;5;;;20;;
277246;27;GO;b;8;;;125;;
277247;41;SP;b;5;11;;12;1028,07;
277250;27;SP;a;;;7;;;24
277268;54;SP;c;;13;;;702,56;
277276;22;SP;b;11;;;6;;
277285;46;SP;a;13;;13;330;;104
277287;4;BA;;;;;;;
277296;29;MG;;;;;;;
277311;25;MA;b;17;;;0;;
277320;6;ES;c;;5;;;132,6;
277324;51;MA;a;14;8;2;672;1402,14;15
277336;31;SP;;;;;;;
277337;24;SP;;;;;;;
277345;39;CE;b;3;;;8;;
277363;9;MA;b;14;;;90;;
277373;28;PE;a;8;;8;378;;27
277374;32;SP;a;7;;17;30;;31
277380;39;MA;b;14;;;77;;
277398;36;SP;c;;6;;;143,94;
277410;41;SP;;;;;;;
277414;37;SP;b;6;;;0;;
277434;40;RJ;a;3;11;14;30;364,53;91
277442;30;PR;b;2;;;135;;
277464;51;SE;a;4;14;6;1;4762,2;3
277504;44;SP;;;;;;;
277522;31;MS;;;;;;;
277565;49;BA;b;7;;;30;;
277580;27;SP;a;;;6;;;18
277584;48;CE;a;7;;9;192;;11
277585;51;RS;c;;14;;;390,42;
277634;49;GO;b;7;7;;45;0;
277638;35;SP;;;;;;;
277644;44;PB;b;4;;;0;;
277646;4;MS;c;;8;;;214,2;
277647;24;SP;a;12;;3;380;;18
277675;37;SP;c;;9;;;0;
277686;1;DF;c;;10;;;1045,04;
277689;32;SP;a;;2;7;;645,66;25
277690;30;SP;;;;;;;
277691;50;CE;;;;;;;
277696;46;MA;;;;;;;
277698;40;SP;c;;10;;;410,97;
277699;31;MG;;;;;;;
277703;28;RR;b;27;2;;1715;79,99;
277704;33;PR;;;;;;;
277709;42;GO;;;;;;;
277715;57;SP;a;5;;10;9;;72
277716;36;SP;a;;;8;;;90
277725;45;RJ;b;10;7;;10;126,18;
277732;29;MG;a;2;;8;18;;28
277736;38;RJ;;;;;;;
277737;43;TO;;;;;;;
277742;34;PR;;;;;;;
277743;45;SP;;;;;;;
277753;37;BA;;;;;;;
277761;37;SP;a;3;5;3;4;1496,4;15
277766;40;MA;b;15;6;;477;1686,4;
277767;31;SP;;;;;;;
277773;42;TO;b;4;;;4;;
277778;35;AL;b;8;;;8;;
277790;40;SP;b;4;;;4;;
277795;35;RJ;;;;;;;
277811;40;SP;b;4;8;;435;224,95;
277832;51;RS;a;17;;9;9;;12
277839;23;SP;;;;;;;
277843;27;PA;b;7;;;8;;
277846;31;PR;a;;;11;;;12
277867;32;MG;a;4;;1;60;;42
277874;40;SP;;;;;;;
277879;33;SP;;;;;;;
277890;43;TO;b;2;;;4;;
277893;28;SP;;;;;;;
277895;32;RJ;;;;;;;
277899;30;AL;b;3;;;6;;
277912;23;MA;b;6;1;;6;181,92;
277914;37;SP;a;;;5;;;77
277926;23;SP;;;;;;;
277942;29;SP;b;4;;;12;;
277943;43;PI;;;;;;;
277946;46;BA;b;6;;;425;;
277949;47;SP;b;11;10;;290;1016,54;
277957;10;CE;;;;;;;
277962;31;SP;b;8;;;36;;
277963;37;BA;b;23;8;;1880;2875,5;
277968;26;DF;b;3;;;24;;
277984;32;SP;b;9;;;75;;
277989;51;BA;b;23;9;;15;423,44;
277994;27;MG;;;;;;;
277998;28;PE;;;;;;;
278009;41;BA;b;1;10;;77;139,86;
278015;25;SP;b;8;;;4;;
278030;52;RN;b;25;15;;176;1618,5;
278041;39;SP;b;12;;;625;;
278048;35;RS;;;;;;;
278053;32;MG;b;10;;;52;;
278061;45;SP;b;5;13;;24;1816,9;
278084;26;SP;a;12;10;6;340;43,6;78
278086;42;DF;;;;;;;
278098;31;DF;a;1;15;6;75;119,72;44
278105;33;MG;b;14;6;;90;599,67;
278106;42;SP;b;11;11;;27;882,66;
278109;25;SP;;;;;;;
278114;4;SP;b;4;;;260;;
278119;56;SP;;;;;;;
278125;35;MG;b;13;12;;595;167,65;
278137;32;GO;;;;;;;
278140;45;SP;;;;;;;
278156;43;MS;;;;;;;
278162;30;SP;;;;;;;
278184;31;MA;b;3;;;225;;
278189;25;PA;a;11;;11;8;;144
278191;31;DF;a;9;;16;405;;488
278205;35;PR;b;3;5;;96;1562,05;
278217;39;SP;;;;;;;
278229;27;PE;;;;;;;
278256;35;SP;;;;;;;
278274;41;SP;;;;;;;
278275;33;SP;b;5;1;;120;377,2;
278284;30;RS;a;8;;10;30;;60
278289;34;SP;b;26;;;1746;;
278294;33;BA;a;9;12;8;54;39,06;16
278298;33;SP;;;;;;;
278312;43;AM;b;11;;;135;;
278320;29;SP;;;;;;;
278341;25;RJ;;;;;;;
278345;28;MA;;;;;;;
278366;39;SP;a;;;9;;;45
278383;50;SP;c;;9;;;3029,04;
278385;8;RJ;a;6;;8;28;;28
278389;25;SP;;;;;;;
278394;36;DF;;;;;;;
278395;43;SC;;;;;;;
278399;37;SP;b;19;;;0;;
278407;30;PA;;;;;;;
278412;34;SP;b;4;3;;140;0;
278414;6;CE;b;14;;;115;;
278419;31;DF;;;;;;;
278436;37;PB;;;;;;;
278451;54;SC;b;10;;;18;;
278460;6;RS;;;;;;;
278461;46;SP;b;4;;;28;;
278467;23;SP;a;;;10;;;147,6
278470;39;SP;b;2;1;;26;224,95;
278475;29;RS;;;;;;;
278492;40;GO;b;10;9;;30;687,52;
278500;47;RS;;;;;;;
278510;38;PA;;;;;;;
278515;4;CE;b;12;;;8;;
278527;35;PR;;;;;;;
278575;48;AL;b;14;8;;212;3366;
278585;43;RN;b;4;;;342;;
278599;39;MT;;;;;;;
278603;22;MT;b;1;;;16;;
278605;31;PE;;;;;;;
278608;39;SP;a;;;3;;;14
278610;48;MT;b;2;5;;8;252;
278612;37;SP;;;;;;;
278639;9;RJ;;;;;;;
278645;30;SP;;;;;;;
278656;42;MA;;;;;;;
278667;1;SP;b;9;;;0;;
278669;9;SP;a;13;;2;45;;10
278682;38;MT;b;16;;;16;;
278696;21;MG;;;;;;;
278708;0;SP;;;;;;;
278716;30;BA;a;;;8;;;11
278732;41;RN;b;11;;;150;;
278734;1;RJ;b;13;;;140;;
278735;42;GO;;;;;;;
278743;44;SP;a;1;8;11;2;109,69;225
278746;50;MG;b;11;;;415;;
278748;1;MG;;;;;;;
278763;23;DF;b;25;;;756;;
278770;40;CE;;;;;;;
278792;28;RJ;b;10;;;760;;
278793;30;SP;;;;;;;
278809;7;MT;b;11;;;486;;
278819;34;RJ;a;9;4;2;12;681,28;9
278832;44;SP;b;2;;;105;;
278844;41;PR;b;4;;;12;;
278852;5;PA;a;8;;4;405;;30
278861;33;SP;;;;;;;
278862;43;MG;c;;5;;;77,7;
278864;36;DF;;;;;;;
278865;28;AM;b;8;6;;36;0;
278878;31;PE;;;;;;;
278882;25;SP;;;;;;;
278893;39;MA;b;9;;;27;;
278956;53;SP;;;;;;;
278959;36;BA;;;;;;;
278976;9;GO;;;;;;;
278984;37;SP;b;18;;;63;;
278989;34;SP;;;;;;;
278999;29;GO;b;2;;;16;;
279007;42;PI;;;;;;;
279010;45;BA;b;36;7;;87;114,4;
279013;40;SP;;;;;;;
279018;29;GO;;;;;;;
279021;3;MG;;;;;;;
279025;36;BA;b;27;9;;154;3003,57;
279035;38;GO;b;3;;;0;;
279050;35;PB;;;;;;;
279065;36;SP;b;8;5;;18;916,9;
279071;28;MA;b;12;;;63;;
279078;39;BA;b;5;;;0;;
279080;47;ES;b;7;12;;315;182,1;
279082;32;SP;;;;;;;
279088;37;MG;a;;;16;;;0
279106;27;CE;b;10;8;;28;599,9;
279107;33;MG;a;1;;3;20;;3
279110;29;PR;;;;;;;
279118;39;SP;b;9;;;12;;
279138;29;MG;;;;;;;
279150;53;SP;;;;;;;
279156;35;SP;b;10;16;;90;243,7;
279166;1;GO;;;;;;;
279168;44;CE;b;23;7;;702;366,64;
279190;42;SP;;;;;;;
279197;5;MG;;;;;;;
279221;41;SP;;;;;;;
279240;41;RS;;;;;;;
279248;47;SP;;;;;;;
279257;45;SP;b;10;;;225;;
279262;48;MG;;;;;;;
279266;35;MT;;;;;;;
279269;42;PB;;;;;;;
279270;38;TO;;;;;;;
279278;28;PA;b;2;8;;150;677,94;
279287;42;PA;;;;;;;
279310;37;SP;b;12;;;8;;
279318;34;AM;;;;;;;
279319;37;SP;c;;5;;;0;
279328;40;RN;a;4;;6;4;;60
279332;36;SE;c;;2;;;208,5;
279335;39;PB;;;;;;;
279336;34;SP;a;10;8;5;22;134,19;2
279338;48;RS;b;6;;;30;;
279344;42;PR;;;;;;;
279352;54;BA;b;25;;;180;;
279385;29;BA;;;;;;;
279387;37;SP;b;8;7;;116;599,9;
279405;29;SP;b;6;;;8;;
279406;27;SP;;;;;;;
279435;35;SP;;;;;;;
279463;48;RJ;;;;;;;
279478;49;SP;b;14;18;;325;437,78;
279486;39;AM;b;5;;;12;;
279489;38;SP;a;;;11;;;20
279495;29;SP;;;;;;;
279502;39;BA;;;;;;;
279534;48;PI;b;9;;;28;;
279537;34;SP;b;5;;;138;;
279543;6;MS;b;1;;;4;;
279587;39;MG;;;;;;;
279591;29;DF;b;10;6;;10;523,6;
279621;36;SP;b;6;4;;156;63,99;
279626;43;RJ;a;;11;11;;158,35;32
279631;36;ES;;;;;;;
279646;2;MG;a;;;9;;;4
279648;41;PR;c;;9;;;3197,1;
279658;39;DF;b;15;;;63;;
279663;38;CE;;;;;;;
279668;33;SP;b;6;;;36;;
279670;36;SP;;;;;;;
279687;36;MG;b;13;;;9;;
279691;40;PB;b;2;8;;16;79,98;
279694;45;RJ;b;7;17;;1;229,6;
279696;39;DF;;;;;;;
279698;39;MA;;;;;;;
279712;30;MG;b;11;7;;190;222,78;
279718;44;ES;c;;4;;;2023,11;
279731;50;CE;b;18;;;0;;
279734;50;MG;b;16;;;63;;
279744;36;SP;b;12;;;384;;
279761;51;PE;b;5;;;8;;
279778;43;PR;b;24;;;19;;
279783;1;SP;b;10;3;;21;56,98;
279784;45;BA;;;;;;;
279819;34;PA;c;;9;;;0;
279833;42;SP;;;;;;;
279834;28;AM;b;5;1;;5;118,2;
279837;8;RJ;b;17;10;;72;74,72;
279838;51;SP;;;;;;;
279845;30;SP;a;;1;5;;479,92;30
279846;37;SP;;;;;;;
279848;37;MG;b;4;;;18;;
279849;2;SP;b;15;7;;495;0;
279853;52;SP;c;;3;;;79,98;
279876;26;SP;;;;;;;
279883;22;RS;;;;;;;
279891;29;SP;;;;;;;
279899;45;MG;;;;;;;
279921;54;GO;;;;;;;
279937;25;PE;;;;;;;
279948;2;SP;b;3;;;8;;
279977;2;PB;;;;;;;
279982;36;BA;a;11;;10;780;;21
279987;48;SP;b;15;;;1164;;
280010;40;SP;;;;;;;
280014;28;RJ;c;;4;;;194,42;
280016;46;SP;b;15;10;;126;51,31;
280022;33;DF;a;8;9;12;236;32,56;30
280071;45;MG;b;8;6;;6;690,96;
280071;43;MG;b;10;15;;8;0;
280074;7;RJ;b;7;;;70;;
280077;29;SP;b;10;;;1560;;
280086;41;BA;;;;;;;
280103;26;PI;;;;;;;
280109;24;SP;;;;;;;
280112;32;RJ;;;;;;;
280118;33;SP;b;21;;;235;;
280163;30;SP;b;17;;;33;;
280165;46;CE;;;;;;;
280166;49;SC;;;;;;;
280170;28;PR;c;;9;;;0;
280175;50;RS;a;4;;11;4;;207
280179;27;MA;a;5;;8;0;;3
280184;34;SP;;;;;;;
280188;34;ES;;;;;;;
280202;47;DF;;;;;;;
280212;31;SP;b;11;;;156;;
280213;37;SP;;;;;;;
280222;24;PR;b;10;;;28;;
280224;30;MG;b;8;;;10;;
280242;41;SC;b;1;;;14;;
280245;39;SP;b;7;;;24;;
280261;47;RN;;;;;;;
280263;39;SP;;;;;;;
280267;30;PA;a;5;6;7;195;0;11
280281;54;BA;b;4;11;;21;0;
280282;34;SP;;;;;;;
280291;38;DF;b;7;12;;20;2124,66;
280299;49;PE;b;15;;;750;;
280313;44;PE;;;;;;;
280327;24;SE;;;;;;;
280334;41;AL;;;;;;;
280336;42;CE;;;;;;;
280337;56;PA;a;;;9;;;12
280339;29;SP;;;;;;;
280344;38;SP;b;6;;;21;;
280347;38;DF;b;7;;;0;;
280353;37;RJ;;;;;;;
280361;45;MS;;;;;;;
280365;40;MG;a;11;;13;4;;88
280371;48;SP;a;;;9;;;152
280381;29;PI;b;9;;;0;;
280388;31;SP;b;7;;;245;;
280394;33;RJ;;;;;;;
280399;44;AM;b;3;;;4;;
280402;44;MG;;;;;;;
280409;49;AM;;;;;;;
280411;2;RJ;;;;;;;
280427;37;CE;a;;6;5;;369,24;54
280437;23;GO;;;;;;;
280445;37;MG;;;;;;;
280449;35;SP;;;;;;;
280462;44;SC;;;;;;;
280479;28;SP;;;;;;;
280481;35;SP;a;4;8;10;2;513,1;9
280484;47;RS;c;;6;;;552,4;
280496;37;CE;b;9;;;7;;
280505;53;MS;;;;;;;
280509;45;SP;;;;;;;
280515;35;SP;b;14;;;7;;
280524;50;MG;b;14;;;32;;
280527;42;SC;a;;;5;;;42
280530;44;SP;b;10;;;600;;
280535;26;SP;a;;;8;;;24
280545;40;SP;b;5;;;2;;
280550;33;CE;;;;;;;
280551;39;BA;;;;;;;
280554;42;RJ;;;;;;;
280599;4;SP;b;6;;;20;;
280600;1;SP;;;;;;;
280608;37;SP;b;14;;;24;;
280612;46;SP;b;9;;;16;;
280636;42;BA;a;10;;6;20;;0
280638;36;SE;;;;;;;
280646;52;RO;b;20;;;42;;
280647;43;CE;b;2;7;;32;788,04;
280649;29;GO;b;10;8;;0;2208,65;
280657;29;MA;b;12;;;325;;
280664;50;RJ;a;5;2;8;12;47,88;4
280665;30;SP;b;5;;;20;;
280676;30;PE;b;6;;;0;;
280679;38;SP;;;;;;;
280688;54;MG;;;;;;;
280695;38;CE;;;;;;;
280703;6;SP;;;;;;;
280707;4;MT;;;;;;;
280717;36;SP;;;;;;;
280732;34;SP;a;;9;7;;164,4;54
280735;34;SP;;;;;;;
280736;37;BA;;;;;;;
280748;31;SP;;;;;;;
280768;46;RJ;;;;;;;
280798;9;SP;;;;;;;
280843;29;TO;b;10;;;378;;
280849;33;SP;b;4;;;64;;
280852;47;SP;;;;;;;
280853;37;SP;b;15;;;693;;
280891;32;GO;c;;9;;;129,72;
280894;43;SP;c;;3;;;0;
280905;30;RO;;;;;;;
280913;30;DF;b;11;4;;104;387,12;
280920;0;RN;b;2;;;7;;
280923;47;MG;;;;;;;
280938;42;SP;a;6;;7;6;;63
280945;36;SP;;;;;;;
280975;37;BA;b;6;4;;441;842,1;
280997;4;SP;;;;;;;
281010;28;MG;a;5;;11;0;;0
281014;48;RS;;;;;;;
281016;38;AL;;;;;;;
281031;32;MA;;;;;;;
281049;37;DF;;;;;;;
281065;25;BA;b;4;;;12;;
281069;33;MA;;;;;;;
281073;34;PR;;;;;;;
281077;51;RJ;c;;12;;;0;
281083;38;SP;;;;;;;
281090;35;PA;b;8;;;16;;
281094;35;SP;a;7;5;4;1035;607,04;35
281097;25;SP;b;13;;;15;;
281106;37;CE;b;7;;;1;;
281113;31;MA;a;5;;14;60;;65
281114;37;RJ;b;8;;;12;;
281117;4;SP;;;;;;;
281121;40;PE;b;12;;;3;;
281123;46;SP;b;7;6;;0;394,8;
281124;43;SP;b;7;;;0;;
281130;31;SP;;;;;;;
281137;43;MG;c;;4;;;588,6;
281138;24;MS;b;11;;;16;;
281146;48;SP;c;;3;;;161,97;
281157;25;PB;b;5;;;20;;
281163;45;BA;b;3;1;;0;0;
281175;37;SC;;;;;;;
281177;42;PA;b;7;8;;60;1100,13;
281193;38;CE;;;;;;;
281194;31;RS;;;;;;;
281195;38;SP;b;8;;;35;;
281200;52;CE;b;12;6;;984;2078,5;
281215;45;PA;b;15;10;;266;0;
281218;42;SP;;;;;;;
281239;38;SP;;;;;;;
281242;31;SP;c;;8;;;0;
281245;54;MA;;;;;;;
281252;29;SP;b;2;7;;45;788,3;
281254;40;SP;b;2;4;;3;63;
281259;37;PA;;;;;;;
281266;28;CE;;;;;;;
281267;42;SP;;;;;;;
281269;48;PA;b;6;;;60;;
281285;21;SP;;;;;;;
281295;51;SP;b;2;;;20;;
281302;9;GO;;;;;;;
281312;4;SP;;;;;;;
281316;24;MT;;;;;;;
281333;37;BA;;;;;;;
281334;39;SP;;;;;;;
281344;32;SP;;;;;;;
281361;31;SP;a;3;7;8;9;142,05;60
281362;21;SP;b;9;;;70;;
281366;54;PE;;;;;;;
281378;48;MT;;;;;;;
281391;33;SP;;;;;;;
281392;9;SP;;;;;;;
281402;22;CE;;;;;;;
281413;30;SP;b;25;;;0;;
281419;53;SP;;;;;;;
281434;52;MS;a;6;;3;15;;10
281435;41;MG;;;;;;;
281437;35;BA;b;14;13;;0;1167,55;
281439;46;PR;;;;;;;
281462;37;SP;a;5;;6;6;;2
281465;46;ES;b;8;11;;0;866,8;
281471;32;PA;;;;;;;
281478;45;SP;;;;;;;
281480;33;DF;;;;;;;
281500;37;RO;;;;;;;
281504;41;MA;;;;;;;
281540;38;RJ;b;8;13;;16;1906,45;
281548;32;SP;b;12;;;20;;
281553;36;SP;;;;;;;
281583;30;SP;;;;;;;
281589;46;SP;;;;;;;
281599;42;SP;;;;;;;
281633;36;PE;;;;;;;
281643;47;RJ;a;3;3;13;0;15,65;351
281667;39;PR;b;9;8;;16;303,2;
281674;5;MT;;;;;;;
281675;27;SP;;;;;;;
281681;40;ES;b;3;;;2;;
281684;32;SP;;;;;;;
281686;42;ES;a;2;;4;10;;48
281695;28;BA;b;11;4;;3;183,48;
281709;39;SP;;;;;;;
281714;42;MG;b;38;;;288;;
281737;29;PE;b;3;8;;530;2899,5;
281741;36;SP;;;;;;;
281743;33;SP;a;27;7;7;900;2,9;30
281752;27;SP;;;;;;;
281755;23;MG;b;9;;;425;;
281759;43;RS;;;;;;;
281761;26;MG;a;;;11;;;507,6
281787;46;SP;;;;;;;
281790;39;PB;c;;10;;;4,11;
281813;38;SP;b;3;;;20;;
281820;47;SP;b;21;;;1665;;
281829;29;MG;;;;;;;
281841;26;MS;;;;;;;
281844;25;CE;;;;;;;
281849;56;DF;b;12;14;;72;2036,1;
281862;25;AM;;;;;;;
281863;3;GO;b;7;;;16;;
281868;43;SP;a;3;7;7;42;4639,86;0
281877;29;SP;;;;;;;
281878;39;RJ;b;4;;;15;;
281881;6;SP;b;4;;;125;;
281896;37;SP;;;;;;;
281912;47;SP;a;13;3;7;3;85,55;0
281919;44;SP;;;;;;;
281925;35;SP;a;17;;4;96;;0
281932;4;MG;c;;9;;;473,82;
281938;29;PA;;;;;;;
281946;42;DF;;;;;;;
281966;52;MG;;;;;;;
281967;30;GO;;;;;;;
281986;26;SP;b;7;;;15;;
281989;32;RJ;;;;;;;
281992;37;MG;;;;;;;
281994;43;MG;b;9;1;;5;152,96;
282003;38;PE;;;;;;;
282004;35;BA;a;15;9;13;77;1273,5;9
282011;45;SP;a;;;10;;;608,4
282017;34;BA;b;16;6;;126;161,98;
282037;25;PA;b;13;10;;35;157,5;
282045;32;RJ;c;;12;;;309,68;
282050;38;SP;a;6;;1;45;;0
282054;34;MG;a;7;;7;125;;64
282067;2;MG;b;5;;;10;;
282075;32;RN;c;;9;;;167,64;
282083;25;RJ;b;15;9;;693;87,64;
282090;29;RJ;;;;;;;
282091;52;RJ;a;;;11;;;4
282109;33;BA;a;;4;14;;819,8;0
282131;30;MG;;;;;;;
282145;36;SP;;;;;;;
282156;31;RJ;;;;;;;
282178;52;SP;b;9;7;;8;1440;
282197;32;SP;;;;;;;
282203;45;MG;b;10;;;0;;
282208;37;SP;;;;;;;
282218;45;MT;b;8;;;0;;
282240;47;RS;b;8;;;30;;
282246;41;SP;c;;2;;;253,8;
282248;33;SP;b;1;9;;4;155,38;
282250;35;BA;b;21;;;1215;;
282269;36;MG;;;;;;;
282287;5;SP;;;;;;;
282297;38;RJ;;;;;;;
282307;43;SP;a;11;;8;8;;8
282317;36;MT;;;;;;;
282318;35;MG;;;;;;;
282337;37;RR;b;10;2;;10;286,72;
282342;40;CE;b;13;;;6;;
282345;4;RS;;;;;;;
282350;35;SP;b;8;;;56;;
282358;23;SE;;;;;;;
282359;37;DF;;;;;;;
282363;27;SP;;;;;;;
282368;40;GO;b;8;;;14;;
282380;29;GO;;;;;;;
282381;55;SP;b;3;;;99;;
282384;52;SP;;;;;;;
282396;34;GO;c;;8;;;115,74;
282399;40;BA;;;;;;;
282402;32;RJ;b;6;;;360;;
282409;47;RN;b;2;;;16;;
282415;40;BA;a;7;;11;16;;45
282421;25;MS;c;;1;;;300,93;
282426;38;MT;b;7;;;175;;
282435;39;PI;;;;;;;
282441;42;PE;;;;;;;
282447;36;SP;a;6;;8;350;;72
282457;42;RO;c;;3;;;297,48;
282475;41;RJ;b;8;;;16;;
282479;33;SP;c;;11;;;404,91;
282490;48;RJ;b;10;;;16;;
282492;44;SP;a;17;2;12;126;807,85;81
282497;39;SP;b;7;;;30;;
282503;35;CE;b;11;;;28;;
282533;35;SP;;;;;;;
282536;40;SE;;;;;;;
282544;28;AL;;;;;;;
282546;27;RJ;b;6;;;2;;
282549;25;RJ;a;5;8;6;325;45;49
282554;24;MT;b;2;;;15;;
282556;0;SP;b;11;;;184;;
282559;40;PE;b;4;;;24;;
282565;8;GO;b;8;;;16;;
282578;26;SP;;;;;;;
282581;28;SP;;;;;;;
282589;30;SP;;;;;;;
282590;48;SP;;;;;;;
282593;9;MA;a;;;10;;;12
282603;36;MG;b;10;7;;150;763,84;
282611;30;DF;a;;;7;;;2
282617;33;RJ;;;;;;;
282622;40;MG;b;8;11;;725;195,72;
282623;41;MG;a;4;8;11;9;1109,44;90
282625;32;PR;c;;4;;;369,12;
282661;38;GO;;;;;;;
282682;33;SP;;;;;;;
282685;40;SP;b;10;;;6;;
